WATER_SYSTEM_NUMBER,SYSTEM_NAME,COUNTY,LATITUDE_MEASURE,LONGITUDE_MEASURE,FINAL_SAFER_STATUS,SERVICE_CONNECTIONS,POPULATION,OWNER_TYPE,FEDERAL_CLASSIFICATION_TYPE,CALENVIRO_SCREEN_SCORE,MHI,SERVICE_AREA_ECONOMIC_STATUS
CA4910009,"SANTA ROSA, CITY OF",SONOMA,38.443613,-122.723122,Not Assessed,54167,175396,LOCAL,COMMUNITY,16.5748338466077,93993,Non-DAC
CA4910010,SONOMA COUNTY CSA 41-FITCH MOUNTAIN,SONOMA,38.618707,-122.840113,Potentially At-Risk,339,1265,LOCAL,COMMUNITY,11.6190340828874,92582,Non-DAC
CA4910011,"SEBASTOPOL, CITY OF",SONOMA,38.399988,-122.827675,At-Risk,2947,7522,LOCAL,COMMUNITY,12.4344896693209,92104,Non-DAC
CA4910012,"SONOMA, CITY OF",SONOMA,38.290017,-122.455944,Not At-Risk,4343,11725,LOCAL,COMMUNITY,9.9069494181893,93807,Non-DAC
CA4910013,VALLEY OF THE MOON WATER DISTRICT,SONOMA,38.316723,-122.497346,Not At-Risk,7002,23107,LOCAL,COMMUNITY,9.02028979732519,108362,Non-DAC
CA4910014,"ROHNERT PARK, CITY OF",SONOMA,38.348158,-122.696375,Not At-Risk,10427,43821,LOCAL,COMMUNITY,14.8297750181901,90591,Non-DAC
CA4910016,"COTATI, CITY OF",SONOMA,38.323595,-122.720001,Not At-Risk,2687,7303,LOCAL,COMMUNITY,14.877220923065,80812,Non-DAC
CA4910017,"WINDSOR, TOWN OF",SONOMA,38.543108,-122.803609,Not At-Risk,9066,25561,LOCAL,COMMUNITY,14.5946706918371,105559,Non-DAC
CA4910018,ARMSTRONG VALLEY-CAL WATER SERVICE (PUC),SONOMA,38.518409,-122.999172,Not At-Risk,280,473,PRIVATE,COMMUNITY,13.2569851026826,75338,DAC
CA4910019,FORESTVILLE WATER DISTRICT,SONOMA,38.479096,-122.895161,Not At-Risk,997,3788,LOCAL,COMMUNITY,11.5071774360568,91791,Non-DAC
CA4910020,SONOMA COUNTY WATER AGENCY,SONOMA,38.511865,-122.783587,Not Assessed,163,0,LOCAL,COMMUNITY,19.9422065871216,89370,Non-DAC
CA4910021,BODEGA BAY PUBLIC UTILITY DISTRICT,SONOMA,38.326475,-123.056898,Not At-Risk,1160,1069,LOCAL,COMMUNITY,10.7698421774659,120984,Non-DAC
CA4910022,CANON MANOR WATER SYSTEM,SONOMA,38.330665,-122.67143,Not At-Risk,245,805,PRIVATE,COMMUNITY,10.352498108557,106552,Non-DAC
CA4910023,CALIFORNIA-AMERICAN LARKFIELD (PUC),SONOMA,38.505515,-122.751274,Not At-Risk,2398,7913,PRIVATE,COMMUNITY,17.4606115570625,88593,Non-DAC
CA4910024,CALIFORNIA-AMERICAN GEYSERVILLE (PUC),SONOMA,38.710037,-122.909106,Not At-Risk,317,1046,PRIVATE,COMMUNITY,16.8241795476881,100000,Non-DAC
CA4910025,KENWOOD VILLAGE WATER COMPANY (PUC),SONOMA,38.411995,-122.549959,Potentially At-Risk,312,1029,PRIVATE,COMMUNITY,5.82393510091109,96252,Non-DAC
CA4910026,ODD FELLOWS RECREATION CLUB,SONOMA,38.503034,-122.946973,Not At-Risk,268,757,PRIVATE,COMMUNITY,12.5995221971389,62055,DAC
CA4910027,SONOMA STATE UNIVERSITY,SONOMA,38.340635,-122.672857,Not At-Risk,93,10986,STATE GOVERNMENT,COMMUNITY,12.5750273706435,82219,Non-DAC
CA4910028,SWEETWATER SPRINGS CWD - MONTE RIO,SONOMA,38.470942,-123.023691,Not At-Risk,1065,3000,LOCAL,COMMUNITY,12.8590144942316,41776,SDAC
CA4910029,CAMP MEEKER WATER SYSTEM,SONOMA,38.424884,-122.957954,Not At-Risk,356,1171,LOCAL,COMMUNITY,10.6006494045732,81652,Non-DAC
CA4910701,U.S. COAST GUARD TRAINING CENTER,SONOMA,38.250209,-122.790132,Not At-Risk,217,469,FEDERAL GOVERNMENT,COMMUNITY,13.4434975107137,59250,DAC
CA5000005,CROWS LANDING COMM SVC DISTRICT,STANISLAUS,37.393354,-121.072439,Potentially At-Risk,138,500,LOCAL,COMMUNITY,38.3480429097242,26667,SDAC
CA5000008,KNIGHTS FERRY COMM. SVC. DIST.,STANISLAUS,37.820283,-120.670181,At-Risk,67,168,LOCAL,COMMUNITY,31.0302150095487,48933,SDAC
CA5000010,TID/ LA GRANGE WATER SYSTEM,STANISLAUS,37.663272,-120.463615,Not At-Risk,61,195,LOCAL,COMMUNITY,30.0172842106916,5156,SDAC
CA5000013,OID #45,STANISLAUS,37.784974,-120.814221,Not At-Risk,51,144,LOCAL,COMMUNITY,30.0818857975811,86667,Non-DAC
CA5000014,OID #46 - SUNSET OAKS,STANISLAUS,37.781987,-120.786108,Not At-Risk,79,269,LOCAL,COMMUNITY,30.0818857975811,86667,Non-DAC
CA5000015,OID #22 - WILLIAMS TRACT,STANISLAUS,37.773796,-120.818929,Potentially At-Risk,53,150,LOCAL,COMMUNITY,41.0450678125486,57014,SDAC
CA5000017,PARK HEIGHTS MUTUAL WATER CO,STANISLAUS,37.739385,-120.959565,Not At-Risk,95,250,PRIVATE,COMMUNITY,39.4725588351336,58984,DAC
CA5000019,RIVERDALE PARK TRACT CSD,STANISLAUS,37.610079,-121.036466,Failing,180,610,PRIVATE,COMMUNITY,54.8590288100088,56729,SDAC
CA5000020,RIVER ROAD MUTUAL WATER COMPANY,STANISLAUS,37.615803,-120.93929,Failing,8,26,PRIVATE,COMMUNITY,30.0018133698707,65439,DAC
CA5000033,COBLES CORNER,STANISLAUS,37.594182000000004,-120.846529,Failing,10,50,PRIVATE,COMMUNITY,30.0172842106916,74023,DAC
CA5000041,MAZE BLVD MOBILEHOME PARK,STANISLAUS,37.637346,-121.15324,Not At-Risk,13,36,PRIVATE,COMMUNITY,39.5206847725782,78017,Non-DAC
CA5000048,LAZY B MOBILEHOME PARK,STANISLAUS,37.746003,-120.9093,Failing,49,125,PRIVATE,COMMUNITY,36.5693483202511,43478,SDAC
CA5000049,LONE PINE MHP,STANISLAUS,37.773986,-120.822541,Potentially At-Risk,32,64,PRIVATE,COMMUNITY,41.0450678125486,57014,SDAC
CA5000054,MORNINGSIDE MOBILEHOME PARK,STANISLAUS,37.71014,-120.971376,Not At-Risk,49,67,PRIVATE,COMMUNITY,23.3004591762189,93375,Non-DAC
CA5000055,OLIVE LANE MOBILEHOME PARK,STANISLAUS,37.706568,-120.920188,At-Risk,51,153,PRIVATE,COMMUNITY,36.5693483202511,43478,SDAC
CA5000058,FISHERMAN'S BEND MHP,STANISLAUS,37.354128,-120.980365,Potentially At-Risk,66,120,PRIVATE,COMMUNITY,38.3480429097242,43125,SDAC
CA5000060,CASA DE AMIGOS MANUFACTURED HOUSING COMM,STANISLAUS,37.818466,-120.867506,Potentially At-Risk,73,204,PRIVATE,COMMUNITY,31.0302150095487,48958,SDAC
CA5000061,MARTIN'S MOBILE HOME COURT,STANISLAUS,37.356235,-120.983395,Failing,20,60,PRIVATE,COMMUNITY,38.3480429097242,43125,SDAC
CA5000067,TULLY MOBILE ESTATES,STANISLAUS,37.717261,-121.012556,At-Risk,18,56,PRIVATE,COMMUNITY,31.3607891359892,89146,Non-DAC
CA5000071,TWIN CYPRESS MOBILE HOME PARK,STANISLAUS,37.82313,-120.69624,At-Risk,45,112,PRIVATE,COMMUNITY,31.0302150095487,71500,DAC
CA5000072,MULBERRY MHP,STANISLAUS,37.480291,-120.833271,Not At-Risk,53,148,PRIVATE,COMMUNITY,48.0851199122988,76197,DAC
CA5000080,COUNTRY WESTERN MHRV,STANISLAUS,37.574152,-121.031312,At-Risk,60,55,PRIVATE,COMMUNITY,54.8673248456857,37166,SDAC
CA5000082,4N MOBILEHOME PARK,STANISLAUS,37.790188,-120.868661,At-Risk,31,65,PRIVATE,COMMUNITY,31.0302150095487,76426,DAC
CA5000090,RIVERVIEW MOBILE HOME ESTATES,STANISLAUS,37.624683,-120.844398,Failing,173,540,PRIVATE,COMMUNITY,45.9610511977492,56828,SDAC
CA5000095,SUNRISE VILLAGE MHP,STANISLAUS,37.625031,-120.994434,Failing,126,353,PRIVATE,COMMUNITY,54.7948313400204,17269,SDAC
CA5000099,DEL RIO EAST HOA WATER SYSTEM,STANISLAUS,37.747459,-121.003725,Not At-Risk,55,110,PRIVATE,COMMUNITY,31.3607891359892,89146,Non-DAC
CA5000101,CHATOM SCHOOL (EH),STANISLAUS,37.482806,-120.932104,Not At-Risk,6,385,LOCAL,NON-TRANSIENT NON-COMMUNITY,51.961422828801,22326,SDAC
CA5000109,CERES UNIFIED/WESTPORT SCHOOL,STANISLAUS,37.561641,-121.028638,Failing,6,450,LOCAL,NON-TRANSIENT NON-COMMUNITY,54.8673248456857,37166,SDAC
CA5000132,VALLEY HOME SCHOOL TEXAS,STANISLAUS,37.828116,-120.914218,Not At-Risk,1,80,LOCAL,NON-TRANSIENT NON-COMMUNITY,31.0302150095487,79687,Non-DAC
CA5000133,HART- RANSOM UNION SCHOOL & DISTRICT,STANISLAUS,37.666361,-121.065955,Not At-Risk,9,650,LOCAL,NON-TRANSIENT NON-COMMUNITY,31.441247654881,65536,DAC
CA5000155,ROBERTS FERRY SCHOOL CAFETERIA,STANISLAUS,37.637725,-120.618296,Not At-Risk,2,100,LOCAL,NON-TRANSIENT NON-COMMUNITY,31.674189004478,62857,DAC
CA5000218,COUNTRY VILLA APTS,STANISLAUS,37.592334,-120.848815,Failing,23,60,PRIVATE,COMMUNITY,30.5553398402572,34165,SDAC
CA5000237,NORTH OAKS MUTUAL WATER CO,STANISLAUS,37.790703,-120.829448,Not At-Risk,78,234,PRIVATE,COMMUNITY,31.0302150095487,79687,Non-DAC
CA5000249,STANISLAUS UNION SCHOOL DIST,STANISLAUS,37.712292,-121.028147,Failing,1,390,LOCAL,NON-TRANSIENT NON-COMMUNITY,31.3607891359892,89146,Non-DAC
CA5000255,MOUNTAIN VIEW ELEMENTARY SCHOOL,STANISLAUS,37.492012,-120.995482,Failing,8,170,LOCAL,NON-TRANSIENT NON-COMMUNITY,54.8673248456857,37166,SDAC
CA5000263,OASIS INVESTMENTS,STANISLAUS,37.711706,-120.995731,Potentially At-Risk,31,75,PRIVATE,COMMUNITY,31.3607891359892,89146,Non-DAC
CA5000273,GRATTON SCHOOL,STANISLAUS,37.572499,-120.791485,At-Risk,2,110,LOCAL,NON-TRANSIENT NON-COMMUNITY,30.0172842106916,74023,DAC
CA5000274,PARADISE SCHOOL,STANISLAUS,37.62485,-121.055397,Not At-Risk,4,218,LOCAL,NON-TRANSIENT NON-COMMUNITY,39.5206847725782,78017,Non-DAC
CA5000277,VALLEY HOME SCHOOL PIONEER,STANISLAUS,37.830299,-120.916307,At-Risk,1,26,LOCAL,NON-TRANSIENT NON-COMMUNITY,31.0302150095487,79687,Non-DAC
CA5000295,SHILOH SCHOOL DISTRICT,STANISLAUS,37.609492,-121.115603,Failing,7,105,LOCAL,NON-TRANSIENT NON-COMMUNITY,39.5206847725782,78017,Non-DAC
CA5000297,BUEHNER HOUSES,STANISLAUS,37.622712,-121.237391,At-Risk,13,25,PRIVATE,COMMUNITY,40.8393862525055,62813,DAC
CA5000313,BUEHNER WATER SYSTEM,STANISLAUS,37.451956,-121.045942,Potentially At-Risk,36,150,PRIVATE,COMMUNITY,40.8393862525055,62813,DAC
CA5000317,OID #51 - SUNSET OAKS #10,STANISLAUS,37.778194,-120.811245,Not At-Risk,80,287,LOCAL,COMMUNITY,30.0818857975811,86667,Non-DAC
CA5000335,"BRETHREN HERITAGE SCHOOL, INC",STANISLAUS,37.689931,-121.07152,At-Risk,2,50,PRIVATE,NON-TRANSIENT NON-COMMUNITY,41.1482360606529,82419,Non-DAC
CA5000389,MONTEREY PARK TRACT CSD,STANISLAUS,37.526827,-121.011435,Potentially At-Risk,51,186,PRIVATE,COMMUNITY,54.8673248456857,37166,SDAC
CA5000404,WOOD COLONY CHRISTIAN SCHOOL,STANISLAUS,37.675479,-121.084805,At-Risk,2,90,PRIVATE,NON-TRANSIENT NON-COMMUNITY,39.5206847725782,78017,Non-DAC
CA5000408,WESTLEY CSD,STANISLAUS,37.547741,-121.199676,At-Risk,35,70,LOCAL,COMMUNITY,40.8393862525055,30833,SDAC
CA5000433,OID-OAKDALE RURAL WATER SYSTEM #1,STANISLAUS,37.777867,-120.805077,Not At-Risk,479,1570,LOCAL,COMMUNITY,30.0823227756717,94163,Non-DAC
CA5000568,GREGORI HIGH SCHOOL,STANISLAUS,37.719919,-121.062137,Not At-Risk,9,2000,LOCAL,NON-TRANSIENT NON-COMMUNITY,31.3607891359892,96646,Non-DAC
CA5000579,FOSTER FARMS #5,STANISLAUS,37.573816,-120.753553,Not At-Risk,10,26,PRIVATE,COMMUNITY,30.0172842106916,74023,DAC
CA5000584,MESA ELEMENTARY SCHOOL,STANISLAUS,37.738658,-120.906966,Not At-Risk,5,860,LOCAL,NON-TRANSIENT NON-COMMUNITY,36.5693483202511,50978,SDAC
CA5010005,CITY OF MODESTO - SALIDA,STANISLAUS,37.708807,-121.084525,Not At-Risk,4417,14537,LOCAL,COMMUNITY,35.8745940732536,84521,Non-DAC
CA5010006,CITY OF WATERFORD,STANISLAUS,37.641457,-120.762405,Not At-Risk,2174,8788,LOCAL,COMMUNITY,38.6794403304341,65592,DAC
CA5010007,HILLSVIEW HOMES,STANISLAUS,37.543728,-121.202079,Failing,230,887,LOCAL,COMMUNITY,40.8393862525055,38333,SDAC
CA5010008,"HUGHSON, CITY OF",STANISLAUS,37.600532,-120.86463,Failing,2329,7481,LOCAL,COMMUNITY,30.5553398402572,83071,Non-DAC
CA5010009,KEYES COMMUNITY SERVICES DIST.,STANISLAUS,37.554459,-120.907925,Failing,1477,5672,LOCAL,COMMUNITY,37.6039830151622,51838,SDAC
CA5010010,"MODESTO, CITY OF",STANISLAUS,37.658713,-120.981634,Not Assessed,70793,218771,LOCAL,COMMUNITY,40.0801374407692,72435,DAC
CA5010013,CITY OF NEWMAN-WATER DEPARTMENT,STANISLAUS,37.31681,-121.025178,Potentially At-Risk,3572,12207,LOCAL,COMMUNITY,31.93579276267,67844,DAC
CA5010014,"OAKDALE, CITY OF",STANISLAUS,37.761561,-120.848185,Not At-Risk,8335,23235,LOCAL,COMMUNITY,38.0423440113055,77334,Non-DAC
CA5010017,"PATTERSON, CITY OF",STANISLAUS,37.468376,-121.160504,Potentially At-Risk,7367,23304,LOCAL,COMMUNITY,37.0294176885783,77078,Non-DAC
CA5010018,"RIVERBANK, CITY OF",STANISLAUS,37.721155,-120.954581,Potentially At-Risk,7457,24834,LOCAL,COMMUNITY,39.3866331793695,82716,Non-DAC
CA5010019,"TURLOCK, CITY OF",STANISLAUS,37.503557,-120.853947,Failing,19716,72682,LOCAL,COMMUNITY,45.3512399893746,76197,DAC
CA5010021,DENAIR COMMUNITY SERVICES DISTRICT,STANISLAUS,37.524883,-120.798949,Not At-Risk,1711,5090,LOCAL,COMMUNITY,31.0392887118226,87997,Non-DAC
CA5010023,CITY OF MODESTO - SOUTH TURLOCK,STANISLAUS,37.487588,-120.83492,Not At-Risk,336,1099,LOCAL,COMMUNITY,41.5282852628856,76197,DAC
CA5010026,WATERFORD - HICKMAN,STANISLAUS,37.620221,-120.751627,Not At-Risk,183,597,LOCAL,COMMUNITY,30.0172842106916,72521,DAC
CA5010028,"CERES, CITY OF",STANISLAUS,37.597382,-120.956092,Failing,11881,54513,LOCAL,COMMUNITY,41.4597206465396,70380,DAC
CA5010029,CITY OF MODESTO - DEL RIO,STANISLAUS,37.744063,-121.016578,Potentially At-Risk,407,1327,LOCAL,COMMUNITY,31.3599754040305,96621,Non-DAC
CA5010031,CITY OF MODESTO - WALNUT MANOR,STANISLAUS,37.611013,-120.954123,Not At-Risk,54,175,LOCAL,COMMUNITY,30.0032644596553,70377,DAC
CA5010033,CITY OF MODESTO - GRAYSON,STANISLAUS,37.564481,-121.180098,At-Risk,278,914,LOCAL,COMMUNITY,40.8393862525055,70313,DAC
CA5010034,CITY OF MODESTO - NORTH TURLOCK,STANISLAUS,37.520963,-120.846913,Potentially At-Risk,52,172,LOCAL,COMMUNITY,23.8226569327657,76197,DAC
CA5010035,CITY OF MODESTO - CENTRAL TURLOCK,STANISLAUS,37.509099,-120.83872,Not At-Risk,36,119,LOCAL,COMMUNITY,36.3090666430637,76197,DAC
CA5010038,MODESTO IRRIGATION DISTRICT,STANISLAUS,37.665262,-120.977809,Not Assessed,2,23,LOCAL,COMMUNITY,38.4373075147262,75304,DAC
CA5010039,WESTERN HILLS WATER DISTRICT/DIABLO GRAN,STANISLAUS,37.406104,-121.260436,Potentially At-Risk,596,2000,LOCAL,COMMUNITY,40.1914597008863,153241,Non-DAC
CA5010040,SOUTH SAN JOAQUIN IRRIGATION DISTRICT,STANISLAUS,37.785553,-121.125085,Not Assessed,8,25,LOCAL,COMMUNITY,35.1553710898659,86917,Non-DAC
CA5010042,WATERFORD-RIVER POINTE,STANISLAUS,37.638094,-120.748847,Not At-Risk,339,1079,LOCAL,COMMUNITY,31.674189004478,65592,DAC
CA5010043,STANISLAUS REGIONAL WATER AUTHORITY,STANISLAUS,37.615875,-120.839418,Not Assessed,3,0,LOCAL,COMMUNITY,30.0172842106916,46016,SDAC
CA5100107,GOLDEN STATE WATER CO. - ROBBINS,SUTTER,38.870278,-121.703378,Failing,86,205,LOCAL,COMMUNITY,31.5770477532826,75375,DAC
CA5100112,TIERRA BUENA MHP #1,SUTTER,39.149854,-121.663537,Failing,17,50,PRIVATE,COMMUNITY,19.4771985089176,67655,DAC
CA5100125,HARMONY VILLAGE,SUTTER,39.065536,-121.632318,Failing,1,25,PRIVATE,COMMUNITY,36.0708546581231,77083,Non-DAC
CA5100136,EAST NICOLAUS JOINT UNION HIGH SCHOOL,SUTTER,38.911365,-121.527045,Not At-Risk,1,330,LOCAL,NON-TRANSIENT NON-COMMUNITY,26.7533988065981,71394,DAC
CA5100138,BROWNS ELEMENTARY SCHOOL,SUTTER,38.946921,-121.523864,Not At-Risk,1,160,LOCAL,NON-TRANSIENT NON-COMMUNITY,26.7533988065981,71394,DAC
CA5100140,MARCUM ILLINOIS ELEMENTARY SCHOOL,SUTTER,38.911429,-121.54285,At-Risk,7,185,LOCAL,NON-TRANSIENT NON-COMMUNITY,26.7533988065981,71394,DAC
CA5100141,MERIDIAN ELEMENTARY SCHOOL,SUTTER,39.141719,-121.909953,At-Risk,2,100,LOCAL,NON-TRANSIENT NON-COMMUNITY,31.573149242128,46023,SDAC
CA5100142,NUESTRO SCHOOL,SUTTER,39.187359,-121.67915,At-Risk,1,120,LOCAL,NON-TRANSIENT NON-COMMUNITY,30.6737559206785,63191,DAC
CA5100143,PLEASANT GROVE ELEM. SCHOOL,SUTTER,38.823396,-121.5041,Not At-Risk,1,177,LOCAL,NON-TRANSIENT NON-COMMUNITY,26.7533988065981,66964,DAC
CA5100172,ENCINAL ELEMENTARY SCHOOL,SUTTER,39.225381,-121.660223,At-Risk,1,128,LOCAL,NON-TRANSIENT NON-COMMUNITY,35.7981332033229,57136,SDAC
CA5100180,LEGACY BAPTIST CHURCH,SUTTER,39.098559,-121.642785,Not Assessed,3,200,PRIVATE,TRANSIENT NON-COMMUNITY,25.4753842901298,67655,DAC
CA5101009,WILDEWOOD EAST MUTUAL,SUTTER,39.130188,-121.674706,At-Risk,48,350,PRIVATE,COMMUNITY,39.6364351907387,67655,DAC
CA5102025,YUBA APARTMENT HOMES,SUTTER,39.142368,-121.687491,Not At-Risk,13,40,PRIVATE,COMMUNITY,19.4771985089176,76422,DAC
CA5103335,LIVE OAK CHILD CARE CENTER,SUTTER,39.271532,-121.648945,Not Assessed,2,108,PRIVATE,NON-TRANSIENT NON-COMMUNITY,28.8275051912957,47419,SDAC
CA5110001,CITY OF LIVE OAK,SUTTER,39.274091,-121.665177,At-Risk,2503,9285,LOCAL,COMMUNITY,32.0882371480219,59090,DAC
CA5110002,CITY OF YUBA CITY,SUTTER,39.135227,-121.624966,Not At-Risk,19116,70256,LOCAL,COMMUNITY,32.4686830302443,67655,DAC
CA5110007,SUTTER COMMUNITY S.D.,SUTTER,39.163349,-121.751011,Not At-Risk,1146,2904,LOCAL,COMMUNITY,20.0345430988491,86875,Non-DAC
CA5200007,HOWELL'S LAKESIDE WATER CO.,TEHAMA,40.180758,-122.230508,Not At-Risk,55,75,LOCAL,COMMUNITY,27.3458856949192,47151,SDAC
CA5200008,BREESE SUBDIVISION 2,TEHAMA,40.181678,-122.212177,At-Risk,30,75,PRIVATE,COMMUNITY,27.3458856949192,31685,SDAC
CA5200010,WOODSON BRIDGE RV PARK,TEHAMA,39.90837,-122.087941,Not At-Risk,46,45,PRIVATE,COMMUNITY,21.0466301958238,33533,SDAC
CA5200012,VISTA GRANDE WATER SYSTEM,TEHAMA,40.191385,-122.211593,Not At-Risk,134,468,PRIVATE,COMMUNITY,27.3458856949192,35641,SDAC
CA5200013,WOMACK SUBDIVISION M.W.C.,TEHAMA,40.170292,-122.276484,Not At-Risk,16,40,PRIVATE,COMMUNITY,17.2104510904033,64250,DAC
CA5200014,WILSON ACRES MUTUAL WATER,TEHAMA,40.136398,-122.216476,At-Risk,28,75,PRIVATE,COMMUNITY,30.1549097710609,41412,SDAC
CA5200255,CORNING RV PARK,TEHAMA,39.934405,-122.201435,Not At-Risk,40,112,PRIVATE,COMMUNITY,36.9121159659518,46737,SDAC
CA5200500,REEDS CREEK ESTATES,TEHAMA,40.154597,-122.271706,Potentially At-Risk,25,70,PRIVATE,COMMUNITY,25.7465668577017,47151,SDAC
CA5200502,LAS FLORES WATER WORKS,TEHAMA,40.062184,-122.15204,Potentially At-Risk,54,191,PRIVATE,COMMUNITY,30.1549097710609,15694,SDAC
CA5200503,MINERAL COUNTY WATER DISTRICT,TEHAMA,40.346394,-121.599955,Not At-Risk,192,634,PRIVATE,COMMUNITY,23.3994150340934,56181,SDAC
CA5200504,CITY OF TEHAMA,TEHAMA,40.021824,-122.126885,Not At-Risk,203,483,LOCAL,COMMUNITY,21.0466301958238,52614,SDAC
CA5200506,PLUM VALLEY ELEM SCHOOL (NEW SCHOOL),TEHAMA,40.33545,-121.91327,Not At-Risk,1,70,LOCAL,NON-TRANSIENT NON-COMMUNITY,23.3994150340934,13016,SDAC
CA5200507,BERRENDOS SCHOOL,TEHAMA,40.19596,-122.207361,At-Risk,4,325,LOCAL,NON-TRANSIENT NON-COMMUNITY,27.3458856949192,38481,SDAC
CA5200508,RIO VISTA MOBILE HOME PARK,TEHAMA,40.203423,-122.211697,Potentially At-Risk,195,543,PRIVATE,COMMUNITY,27.3458856949192,45750,SDAC
CA5200510,RIVER RANCH MOBILE HOME PARK,TEHAMA,40.20611,-122.209266,Not At-Risk,109,305,PRIVATE,COMMUNITY,27.3458856949192,38481,SDAC
CA5200511,BEND ELEMENTARY SCHOOL,TEHAMA,40.258921,-122.208223,Not At-Risk,4,100,LOCAL,NON-TRANSIENT NON-COMMUNITY,17.2104510904033,105415,Non-DAC
CA5200512,BEND MOBILEHOME & RV PARK,TEHAMA,40.263835,-122.225677,Not At-Risk,42,99,PRIVATE,COMMUNITY,17.2104510904033,105415,Non-DAC
CA5200513,EVERGREEN UNION SCHOOL DISTRICT,TEHAMA,40.358095,-122.332026,At-Risk,8,1100,LOCAL,NON-TRANSIENT NON-COMMUNITY,13.8220168142512,42083,SDAC
CA5200514,GOLDEN ACRES TRAILER PARK,TEHAMA,39.214243,-121.478347,Not At-Risk,16,45,PRIVATE,COMMUNITY,36.9121159659518,46737,SDAC
CA5200518,FLOURNOY SCHOOL,TEHAMA,39.921434,-122.447623,Not At-Risk,2,32,LOCAL,NON-TRANSIENT NON-COMMUNITY,26.405598844113,68750,DAC
CA5200519,GERBER UNION ELEMENTARY SCHOOL DISTRICT,TEHAMA,40.069468,-122.180534,Potentially At-Risk,1,625,LOCAL,NON-TRANSIENT NON-COMMUNITY,30.1549097710609,29426,SDAC
CA5200520,KIRKWOOD ELEMENTARY SCHOOL,TEHAMA,39.856787,-122.162965,Not At-Risk,4,111,LOCAL,NON-TRANSIENT NON-COMMUNITY,28.5371180420708,51879,SDAC
CA5200521,ANTELOPE CREEK MHP,TEHAMA,40.071786,-122.111379,Potentially At-Risk,60,175,PRIVATE,COMMUNITY,23.3994150340934,44350,SDAC
CA5200525,NORTH VALLEY SERVICES,TEHAMA,40.145142,-122.135726,Not Assessed,1,43,PRIVATE,NON-TRANSIENT NON-COMMUNITY,23.3994150340934,53333,SDAC
CA5200526,HIDDEN HARBOR MARINA & RVP,TEHAMA,40.033738,-122.114994,At-Risk,70,70,PRIVATE,COMMUNITY,21.0466301958238,19324,SDAC
CA5200527,HUNTER'S FISHING RESORT,TEHAMA,40.101576,-122.127533,Not At-Risk,47,50,PRIVATE,COMMUNITY,23.3994150340934,44350,SDAC
CA5200531,RIVERSIDE CROSSING MHP,TEHAMA,40.030799,-122.116605,At-Risk,40,104,PRIVATE,COMMUNITY,21.0466301958238,19324,SDAC
CA5200534,PASKENTA COMM. SERVICES DIST.,TEHAMA,39.883256,-122.547816,Failing,72,237,PRIVATE,COMMUNITY,26.405598844113,31875,SDAC
CA5200535,LIVE OAK ACRES MWC INC.,TEHAMA,40.534984,-122.370294,Not At-Risk,40,80,PRIVATE,COMMUNITY,17.2104510904033,64250,DAC
CA5200538,LASSEN VIEW UNION ELEMENTARY SCHOOL DIST,TEHAMA,40.10696,-122.106351,Not At-Risk,4,350,LOCAL,NON-TRANSIENT NON-COMMUNITY,23.3994150340934,44350,SDAC
CA5200539,FRIENDLY ACRES MHP,TEHAMA,40.144207,-122.215424,At-Risk,51,75,PRIVATE,COMMUNITY,33.7656701002375,27392,SDAC
CA5200540,REEDS CREEK SCHOOL,TEHAMA,40.155777,-122.354999,Potentially At-Risk,7,196,LOCAL,NON-TRANSIENT NON-COMMUNITY,23.8000571990448,58106,DAC
CA5200541,E HEADSTART,TEHAMA,39.97859,-122.165318,Not Assessed,3,220,LOCAL,NON-TRANSIENT NON-COMMUNITY,23.3893119956938,8125,SDAC
CA5200544,VINA ELEMENTARY SCHOOL,TEHAMA,39.935119,-122.052961,Not At-Risk,2,90,LOCAL,NON-TRANSIENT NON-COMMUNITY,21.0466301958238,40229,SDAC
CA5200545,MODERN VILLAGE MWC,TEHAMA,40.174419,-122.224221,At-Risk,19,85,PRIVATE,COMMUNITY,27.3458856949192,47151,SDAC
CA5200546,NEW MEADOWS,TEHAMA,40.18674,-122.221056,Failing,24,70,PRIVATE,COMMUNITY,27.3458856949192,38481,SDAC
CA5200547,GATEWAY MOBILE HOME PARK,TEHAMA,40.185303,-122.208511,Potentially At-Risk,32,103,PRIVATE,COMMUNITY,27.3458856949192,47151,SDAC
CA5200548,LASSEN VIEW WATER DISTRICT,TEHAMA,40.184685,-122.24553,Not At-Risk,30,85,PRIVATE,COMMUNITY,32.5344256666181,47151,SDAC
CA5200551,WOODSON BRIDGE MHP,TEHAMA,39.908408,-122.088227,At-Risk,105,158,PRIVATE,COMMUNITY,21.0466301958238,33533,SDAC
CA5200555,RIO RANCH COMMUNITY SVCS DIST,TEHAMA,40.193453,-122.223953,Potentially At-Risk,31,44,PRIVATE,COMMUNITY,27.3458856949192,38481,SDAC
CA5200556,MAYWOOD MOBILE HOME PARK,TEHAMA,39.936269,-122.201317,Potentially At-Risk,50,140,PRIVATE,COMMUNITY,36.9121159659518,46737,SDAC
CA5200558,RIVER VIEW MHC LLC,TEHAMA,40.133067,-122.138148,Potentially At-Risk,55,100,PRIVATE,COMMUNITY,23.3994150340934,53333,SDAC
